pack_combo,mass,series,parallel,mass_kg,batt_mass,accel_time,skidpad_time,endur_time,energy_wh,final_soc,pack_energy_kwh,final_energy_kwh,total_points,score_breakdown
[100   2],275,100,2,275,14.399999999999999,3.849749874109179,4.583512153122953,1765.8940261062025,3063.7365553070904,0.03357258301218667,3.6,3.0909174131023143,378.70730860345304,"ScoreBreakdown(accel=97.86042231271307, skidpad=75.0, autocross=15.111669443663475, endurance=94.37410570441541, efficiency=96.36111114266103)"
[100   2],280,100,2,280,14.399999999999999,3.8782795667071923,4.593257496777142,1771.605097235658,3062.036969769483,0.03436338911341859,3.6,3.0885936345248766,373.29397484508183,"ScoreBreakdown(accel=95.76858873133177, skidpad=75.0, autocross=14.23500835447225, endurance=92.35953837678062, efficiency=95.93083938249717)"
[100   2],285,100,2,285,14.399999999999999,3.906724326227902,4.602689228761392,1777.6758673361946,3059.1347841798674,0.035408891997820206,3.6,3.085419573247294,367.78898213658243,"ScoreBreakdown(accel=93.71339838354871, skidpad=75.0, autocross=13.309308898144288, endurance=90.23228087337309, efficiency=95.53399398151636)"
[100   2],290,100,2,290,14.399999999999999,3.935079819301123,4.6118214268334015,1784.4488740672107,3055.9197833346843,0.0366190048949453,3.6,3.0819297728870407,361.94779946218,"ScoreBreakdown(accel=91.69422991893049, skidpad=75.0, autocross=12.283962663372147, endurance=87.8760350566562, efficiency=95.09357182322115)"
[100   2],295,100,2,295,14.399999999999999,3.9633417441227863,4.620667299055384,1791.330826076689,3053.687476012285,0.03750797403802825,3.6,3.079529684590269,356.0565149749251,"ScoreBreakdown(accel=89.7104735538761, skidpad=75.0, autocross=11.250065245313248, endurance=85.50013861933539, efficiency=94.5958375564004)"
[100   2],300,100,2,300,14.399999999999999,3.9915058253446176,4.62980857849513,1798.4348153502806,3050.1461680609605,0.03889034378486506,3.6,3.0756486057427868,350.16994099413506,"ScoreBreakdown(accel=87.76153133710751, skidpad=75.0, autocross=10.191110218600363, endurance=83.06665979319226, efficiency=94.15063964523496)"
[104   2],200,104,2,200,14.975999999999999,3.6253038322989397,4.411893476136811,1675.1887204166549,3158.0908007876756,0.044387771119356184,3.744,3.193585710829216,433.05910651465683,"ScoreBreakdown(accel=100.0, skidpad=75.0, autocross=29.836490776926247, endurance=128.2117475582554, efficiency=100.01086817947521)"
[104   2],205,104,2,205,14.975999999999999,3.63304424605127,4.42563881461237,1679.1547014258795,3161.609320448553,0.04315592098344648,3.744,3.1965611603502064,430.2539610662002,"ScoreBreakdown(accel=100.0, skidpad=75.0, autocross=29.159407791437417, endurance=126.65581074586464, efficiency=99.43874252889813)"
[104   2],210,104,2,210,14.975999999999999,3.6413066374271352,4.43876149137175,1683.1678875527227,3164.121293522608,0.04235030409886241,3.744,3.1984617629802656,427.48351436132975,"ScoreBreakdown(accel=100.0, skidpad=75.0, autocross=28.47751378101368, endurance=125.08881819737952, efficiency=98.91718238293655)"
[104   2],215,104,2,215,14.975999999999999,3.6502306563926226,4.451909490984619,1687.994171157302,3165.894772896722,0.04168475728194543,3.744,3.200317169698288,424.2337256717343,"ScoreBreakdown(accel=100.0, skidpad=75.0, autocross=27.661757964337834, endurance=123.21421119603603, efficiency=98.35775651136046)"
[104   2],220,104,2,220,14.975999999999999,3.659836849872832,4.464692498941417,1692.8175616723945,3167.1532277964216,0.041289115615983384,3.744,3.201186744295374,421.03088200672846,"ScoreBreakdown(accel=100.0, skidpad=75.0, autocross=26.851138464620494, endurance=121.35140745191106, efficiency=97.8283360901969)"
[104   2],225,104,2,225,14.975999999999999,3.6701055085420506,4.476935933773376,1698.2421727859946,3167.4291389674154,0.04129826055033063,3.744,3.201096701296197,417.5088876328847,"ScoreBreakdown(accel=100.0, skidpad=75.0, autocross=25.944979164650718, endurance=119.26905323103912, efficiency=97.29485523719482)"
[104   2],230,104,2,230,14.975999999999999,3.6811818926376247,4.4886810058795845,1704.429915692898,3166.9080938395623,0.041604000511089125,3.744,3.2001418436758104,413.561404129426,"ScoreBreakdown(accel=100.0, skidpad=75.0, autocross=24.918384007363663, endurance=116.90993739017699, efficiency=96.73308273188535)"
[104   2],235,104,2,235,14.975999999999999,3.69325466831323,4.500279849860846,1711.4480182568022,3164.9558888758947,0.04240506552728982,3.744,3.19761415439436,409.1879362864959,"ScoreBreakdown(accel=100.0, skidpad=75.0, autocross=23.763010061582175, endurance=114.25488787210261, efficiency=96.17003835281112)"
[104   2],240,104,2,240,14.975999999999999,3.706403470020561,4.511733862737842,1717.8817605416489,3162.7437750995487,0.043254445829342965,3.744,3.1948602956927816,405.2315542256057,"ScoreBreakdown(accel=100.0, skidpad=75.0, autocross=22.712131822497813, endurance=111.83996950526277, efficiency=95.67945289784515)"
[104   2],245,104,2,245,14.975999999999999,3.72069539565949,4.522747919369422,1725.3485692646348,3161.4121805865348,0.04394353721228282,3.744,3.1926209325913675,400.61459205751186,"ScoreBreakdown(accel=100.0, skidpad=75.0, autocross=21.50234004193816, endurance=109.05986779388765, efficiency=95.05238422168604)"
[104   2],250,104,2,250,14.975999999999999,3.736347465548562,4.533349610791845,1733.391134637017,3158.3872033296216,0.04508226238031553,3.744,3.1891606072159955,395.76633378939107,"ScoreBreakdown(accel=100.0, skidpad=75.0, autocross=20.210921847939197, endurance=106.0921885709585, efficiency=94.46322337049338)"
[104   2],255,104,2,255,14.975999999999999,3.753710765628057,4.543751833798964,1741.6760906251614,3154.218366603132,0.04664136462040481,3.744,3.184767697863444,390.87202104055405,"ScoreBreakdown(accel=100.0, skidpad=75.0, autocross=18.893053690191763, endurance=103.06372732697008, efficiency=93.91524002339219)"
[104   2],260,104,2,260,14.975999999999999,3.7731330596000134,4.554205599096264,1750.5129593076008,3150.367693795005,0.04825467232511974,3.744,3.1804916291637984,385.67343179643154,"ScoreBreakdown(accel=100.0, skidpad=75.0, autocross=17.501142901154132, endurance=99.86511610405798, efficiency=93.30717279121943)"
[104   2],265,104,2,265,14.975999999999999,3.7952596185436107,4.564290460655897,1758.152272453806,3147.394011134373,0.04959765218691346,3.744,3.1770980074555712,381.20406157493096,"ScoreBreakdown(accel=100.0, skidpad=75.0, autocross=16.30913751937312, endurance=97.1258875400114, efficiency=92.76903651554642)"
[104   2],270,104,2,270,14.975999999999999,3.821174457418792,4.5740298978115845,1764.6012946061062,3145.160805174225,0.0505072638858913,3.744,3.174189428341923,377.4344886447007,"ScoreBreakdown(accel=99.98691971511879, skidpad=75.0, autocross=15.310893978099816, endurance=94.83192371742757, efficiency=92.30475123405455)"
[104   2],275,104,2,275,14.975999999999999,3.849749874109179,4.583512153122953,1771.86707076535,3141.590745039735,0.05186401163282175,3.744,3.170149700191266,371.1612188986874,"ScoreBreakdown(accel=97.86042231271307, skidpad=75.0, autocross=14.194930443757888, endurance=92.26743933134526, efficiency=91.83842681087124)"
[104   2],280,104,2,280,14.975999999999999,3.8782795667071923,4.593257496777142,1778.5048502328207,3137.305616130941,0.0534631611119512,3.744,3.1655050036036294,365.3619538095077,"ScoreBreakdown(accel=95.76858873133177, skidpad=75.0, autocross=13.18339210346706, endurance=89.94292405842504, efficiency=91.4670489162839)"
[104   2],285,104,2,285,14.975999999999999,3.906724326227902,4.602689228761392,1785.6246001193815,3132.1489304275656,0.055239696558998276,3.744,3.1602177200694714,359.38930123844216,"ScoreBreakdown(accel=93.71339838354871, skidpad=75.0, autocross=12.106765162860587, endurance=87.4688351712382, efficiency=91.1003025207947)"
[104   2],290,104,2,290,14.975999999999999,3.935079819301123,4.6118214268334015,1793.663746891964,3126.5510857505965,0.05732263920325926,3.744,3.1542280921942147,352.97401587229785,"ScoreBreakdown(accel=91.69422991893049, skidpad=75.0, autocross=10.901383759244663, endurance=84.6988685068076, efficiency=90.67953368731511)"
[104   2],295,104,2,295,14.975999999999999,3.9633417441227863,4.620667299055384,1801.5553583985336,3121.697952107097,0.05919110116472064,3.744,3.149098174074733,346.68206294215776,"ScoreBreakdown(accel=89.7104735538761, skidpad=75.0, autocross=9.728586951049898, endurance=82.00378124803211, efficiency=90.23922118919967)"
[104   2],300,104,2,300,14.975999999999999,3.9915058253446176,4.62980857849513,1809.43276423315,3116.120712766981,0.061252488192923275,3.744,3.143186965358977,340.50725237571515,"ScoreBreakdown(accel=87.76153133710751, skidpad=75.0, autocross=8.568103694837465, endurance=79.33699053374418, efficiency=89.84062681002598)"
[108   2],200,108,2,200,15.552,3.6253038322989397,4.411893476136811,1669.4006770435974,3268.4173797332815,0.05040696750011753,3.888,3.30545548174312,431.3270269836852,"ScoreBreakdown(accel=100.0, skidpad=75.0, autocross=30.83041476324894, endurance=130.49578504284977, efficiency=95.00082717758644)"
[108   2],205,108,2,205,15.552,3.63304424605127,4.42563881461237,1674.0586752936565,3269.5790395623503,0.04997229985888121,3.888,3.3060533802566883,428.1861204391921,"ScoreBreakdown(accel=100.0, skidpad=75.0, autocross=30.030002415095026, endurance=128.6564373347018, efficiency=94.4996806893953)"
[108   2],210,108,2,210,15.552,3.6413066374271352,4.43876149137175,1679.0461399550215,3269.385353974803,0.04992902109980546,3.888,3.30574763184014,424.9122094875358,"ScoreBreakdown(accel=100.0, skidpad=75.0, autocross=29.17789911927676, endurance=126.69830382029085, efficiency=94.03600654796817)"
[108   2],215,108,2,215,15.552,3.6502306563926226,4.451909490984619,1684.6550581265483,3268.8027653361046,0.05011519570287333,3.888,3.305141675644903,421.27118198219597,"ScoreBreakdown(accel=100.0, skidpad=75.0, autocross=28.225648632611396, endurance=124.5100320447864, efficiency=93.53550130479817)"
[108   2],220,108,2,220,15.552,3.659836849872832,4.464692498941417,1690.1890757142246,3267.6182413487277,0.05057530000989175,3.888,3.3035135565941003,417.7319158921577,"ScoreBreakdown(accel=100.0, skidpad=75.0, autocross=27.292308426837085, endurance=122.36521609789008, efficiency=93.07439136743056)"
[108   2],225,108,2,225,15.552,3.6701055085420506,4.476935933773376,1696.9512612555743,3265.09127307005,0.05157570009213074,3.888,3.300525453739029,413.4905742779763,"ScoreBreakdown(accel=100.0, skidpad=75.0, autocross=26.16009541017347, endurance=119.76339039875054, efficiency=92.56708846905227)"
[108   2],230,108,2,230,15.552,3.6811818926376247,4.4886810058795845,1704.8667168223428,3262.4873504639336,0.05272501548837571,3.888,3.2970637912311758,408.55185729464387,"ScoreBreakdown(accel=100.0, skidpad=75.0, autocross=24.846196857985298, endurance=116.74405130899264, efficiency=91.96160912766597)"
[108   2],235,108,2,235,15.552,3.69325466831323,4.500279849860846,1713.3782748572253,3258.3183583864798,0.05410047273597978,3.888,3.2927616879679795,403.357926783309,"ScoreBreakdown(accel=100.0, skidpad=75.0, autocross=23.446896012606246, endurance=113.52845773538832, efficiency=91.38257303531442)"
[108   2],240,108,2,240,15.552,3.706403470020561,4.511733862737842,1720.5760071728419,3254.358008613018,0.055507140188442994,3.888,3.2882903776025976,399.0270202520476,"ScoreBreakdown(accel=100.0, skidpad=75.0, autocross=22.274392121013214, endurance=110.834043599012, efficiency=90.91858453202236)"
[108   2],245,108,2,245,15.552,3.72069539565949,4.522747919369422,1728.6783705857542,3250.6248319468405,0.05689853070241819,3.888,3.2839145189583037,394.16088833011065,"ScoreBreakdown(accel=100.0, skidpad=75.0, autocross=20.96620647962277, endurance=107.82783277921006, efficiency=90.36684907127781)"
[108   2],250,108,2,250,15.552,3.736347465548562,4.533349610791845,1737.6785330926737,3244.781670334456,0.059040710852809306,3.888,3.277470108035033,388.89001555614493,"ScoreBreakdown(accel=100.0, skidpad=75.0, autocross=19.52736669709168, endurance=104.52137872150533, efficiency=89.84127013754787)"
[108   2],255,108,2,255,15.552,3.753710765628057,4.543751833798964,1747.3214518774914,3237.585269992037,0.06156748039335773,3.888,3.2700865336608462,383.34861219620836,"ScoreBreakdown(accel=100.0, skidpad=75.0, autocross=18.002218715393553, endurance=101.01658840787155, efficiency=89.32980507294324)"
[108   2],260,108,2,260,15.552,3.7731330596000134,4.554205599096264,1757.9612757719049,3230.993800510467,0.06406250339081673,3.888,3.2630642143284976,377.2425272539186,"ScoreBreakdown(accel=100.0, skidpad=75.0, autocross=16.338813545994512, endurance=97.19408305408471, efficiency=88.70963065383934)"
[108   2],265,108,2,265,15.552,3.7952596185436107,4.564290460655897,1767.339102605905,3225.328650862685,0.06629015291908823,3.888,3.2569005628017873,371.91584795243233,"ScoreBreakdown(accel=100.0, skidpad=75.0, autocross=14.889311814533247, endurance=93.86312783597909, efficiency=88.16340830192)"
[108   2],270,108,2,270,15.552,3.821174457418792,4.5740298978115845,1773.9573895269966,3221.6937872475914,0.06772698549951692,3.888,3.2524347336427457,368.1607923752411,"ScoreBreakdown(accel=99.98691971511879, skidpad=75.0, autocross=13.875567944943455, endurance=91.53354425636589, efficiency=87.764760458813)"
