time_ms,input_voltage,input_current,input_temperature,soc_percent,voltage_ocv,r0,capacity_ah,soh_percent,v_ct,v_dif,uncertainty,valid,bypassed
173000.000,4.110000,0.000000,22.750,95.422295,4.110000,0.00500000,12.000000,88.954422,0.00000000,0.00000000,0.00000000,1,0
174000.000,4.110000,0.000000,22.750,95.422295,4.110000,0.00500000,12.000000,88.954422,0.00000000,0.00000000,0.00000000,1,0
175000.000,4.110000,0.000000,22.750,95.422295,4.110000,0.00500000,12.000000,88.954422,0.00000000,0.00000000,0.00000000,1,0
176000.000,4.110000,0.000000,22.750,95.422295,4.110000,0.00500000,12.000000,88.954422,0.00000000,0.00000000,0.00000000,1,0
177000.000,4.110000,0.000000,22.750,95.422295,4.110000,0.00500000,12.000000,88.954422,0.00000000,0.00000000,0.00000000,1,0
178000.000,4.110000,0.000000,22.750,95.422295,4.110000,0.00500000,12.000000,88.954422,0.00000000,0.00000000,0.00000000,1,0
179000.000,4.110000,0.000000,22.750,95.422295,4.110000,0.00500000,12.000000,88.954422,0.00000000,0.00000000,0.00000000,1,0
180000.000,4.110000,0.000000,22.750,95.422295,4.110000,0.00500000,12.000000,88.954422,0.00000000,0.00000000,0.00000000,1,0
181000.000,4.110000,0.000000,22.750,95.422295,4.110000,0.00500000,12.000000,88.954422,0.00000000,0.00000000,0.00000000,1,0
182000.000,4.110000,0.000000,22.750,95.422295,4.110000,0.00500000,12.000000,88.954422,0.00000000,0.00000000,0.00000000,1,0
183000.000,4.110000,0.000000,22.750,95.422295,4.110000,0.00500000,12.000000,88.954422,0.00000000,0.00000000,0.00000000,1,0
184000.000,4.110000,0.000000,22.750,95.422295,4.110000,0.00500000,12.000000,88.954422,0.00000000,0.00000000,0.00000000,1,0
185000.000,4.110000,0.000000,22.750,95.422295,4.110000,0.00500000,12.000000,88.954422,0.00000000,0.00000000,0.00000000,1,0
186000.000,4.110000,0.000000,22.750,95.422295,4.110000,0.00500000,12.000000,88.954422,0.00000000,0.00000000,0.00000000,1,0
187000.000,4.110000,0.000000,22.750,95.422295,4.110000,0.00500000,12.000000,88.954422,0.00000000,0.00000000,0.00000000,1,0
188000.000,4.110000,0.000000,22.750,95.422295,4.110000,0.00500000,12.000000,88.954422,0.00000000,0.00000000,0.00000000,1,0
189000.000,4.110000,0.000000,22.750,95.422295,4.110000,0.00500000,12.000000,88.954422,0.00000000,0.00000000,0.00000000,1,0
190000.000,4.110000,0.000000,22.750,95.422295,4.110000,0.00500000,12.000000,88.954422,0.00000000,0.00000000,0.00000000,1,0
191000.000,4.110000,0.000000,22.750,95.422295,4.110000,0.00500000,12.000000,88.954422,0.00000000,0.00000000,0.00000000,1,0
192000.000,4.110000,0.000000,22.750,95.422295,4.110000,0.00500000,12.000000,88.954422,0.00000000,0.00000000,0.00000000,1,0
193000.000,4.110000,0.000000,22.750,95.422295,4.110000,0.00500000,12.000000,88.954422,0.00000000,0.00000000,0.00000000,1,0
194000.000,4.110000,0.000000,22.750,95.422295,4.110000,0.00500000,12.000000,88.954422,0.00000000,0.00000000,0.00000000,1,0
195000.000,4.110000,0.000000,22.750,95.422295,4.110000,0.00500000,12.000000,88.954422,0.00000000,0.00000000,0.00000000,1,0
196000.000,4.110000,0.000000,22.750,95.422295,4.110000,0.00500000,12.000000,88.954422,0.00000000,0.00000000,0.00000000,1,0
197000.000,4.110000,0.000000,22.750,95.422295,4.110000,0.00500000,12.000000,88.954422,0.00000000,0.00000000,0.00000000,1,0
198000.000,4.110000,0.000000,22.750,95.422295,4.110000,0.00500000,12.000000,88.954422,0.00000000,0.00000000,0.00000000,1,0
199000.000,4.110000,0.000000,22.750,95.422295,4.110000,0.00500000,12.000000,88.954422,0.00000000,0.00000000,0.00000000,1,0
200000.000,4.110000,0.000000,22.750,95.422295,4.110000,0.00500000,12.000000,88.954422,0.00000000,0.00000000,0.00000000,1,0
201000.000,4.110000,0.000000,22.750,95.422295,4.110000,0.00500000,12.000000,88.954422,0.00000000,0.00000000,0.00000000,1,0
202000.000,4.110000,0.000000,22.750,95.422295,4.110000,0.00500000,12.000000,88.954422,0.00000000,0.00000000,0.00000000,1,0
203000.000,4.110000,0.000000,22.750,95.422295,4.110000,0.00500000,12.000000,88.954422,0.00000000,0.00000000,0.00000000,1,0
